source,target,Type,Weight,relationshipType
Q136805839,Q3195527,Undirected,1,Werklocatie
Q136805839,Q2436688,Undirected,1,Werklocatie
Q136805839,Q456550,Undirected,1,Werklocatie
Q2266893,Q239,Undirected,1,Werklocatie
Q2266893,Q12887,Undirected,1,Sterfteplaats
Q2266893,Q12887,Undirected,1,Werklocatie
Q2266893,Q21764799,Undirected,1,Geboorteplaats
Q2266893,Q272243,Undirected,1,Werklocatie
Q120493880,Q908546,Undirected,1,Sterfteplaats
Q120493880,Q908546,Undirected,1,Geboorteplaats
Q120493880,Q908546,Undirected,1,Werklocatie
Q120727152,Q628733,Undirected,1,Werklocatie
Q120727152,Q651811,Undirected,1,Geboorteplaats
Q120727152,Q651811,Undirected,1,Sterfteplaats
Q120727152,Q651811,Undirected,1,Werklocatie
Q329468,Q34370,Undirected,1,Geboorteplaats
Q329468,Q318418,Undirected,1,Sterfteplaats
Q975292,Q12892,Undirected,1,Sterfteplaats
Q975292,Q12892,Undirected,1,Werklocatie
Q975292,Q12892,Undirected,1,Geboorteplaats
Q975292,Q12460,Undirected,1,Werklocatie
Q975292,Q162022,Undirected,1,Werklocatie
Q23895006,Q727,Undirected,1,Werklocatie
Q23895006,Q1987052,Undirected,1,Werklocatie
Q23895006,Q1309,Undirected,1,Sterfteplaats
Q23895006,Q100037,Undirected,1,Geboorteplaats
Q23895006,Q9783,Undirected,1,Werklocatie
Q119011751,Q12994,Undirected,1,Sterfteplaats
Q119011751,Q12995,Undirected,1,Geboorteplaats
Q3171149,Q1296,Undirected,1,Sterfteplaats
Q3171149,Q1296,Undirected,1,Geboorteplaats
Q3171149,Q111434472,Undirected,1,Woonplaats
Q3171149,Q1015356,Undirected,1,Woonplaats
Q7190386,Q83407,Undirected,1,Geboorteplaats
Q7190386,Q12994,Undirected,1,Sterfteplaats
Q7190386,Q12994,Undirected,1,Werklocatie
Q7190386,Q173219,Undirected,1,Werklocatie
Q7190386,Q2475316,Undirected,1,Werklocatie
Q113731929,Q12994,Undirected,1,Werklocatie
Q113731929,Q12994,Undirected,1,Sterfteplaats
Q113731929,Q1952054,Undirected,1,Geboorteplaats
Q113731929,Q211037,Undirected,1,Werklocatie
Q2163210,Q12995,Undirected,1,Geboorteplaats
Q2163210,Q1023248,Undirected,1,Sterfteplaats
Q2163210,Q1023248,Undirected,1,Woonplaats
Q3163681,Q12994,Undirected,1,Werklocatie
Q3163681,Q12994,Undirected,1,Sterfteplaats
Q3163681,Q213224,Undirected,1,Werklocatie
Q3163681,Q220,Undirected,1,Werklocatie
Q3163681,Q1704244,Undirected,1,Geboorteplaats
Q354052,Q12994,Undirected,1,Werklocatie
Q354052,Q12994,Undirected,1,Woonplaats
Q354052,Q1296,Undirected,1,Woonplaats
Q354052,Q12995,Undirected,1,Geboorteplaats
Q354052,Q3099657,Undirected,1,Woonplaats
Q354052,Q3099657,Undirected,1,Sterfteplaats
Q3164253,Q12994,Undirected,1,Sterfteplaats
Q3164253,Q102728,Undirected,1,Geboorteplaats
Q2672741,Q12994,Undirected,1,Geboorteplaats
Q2672741,Q1296,Undirected,1,Werklocatie
Q2672741,Q1849663,Undirected,1,Sterfteplaats
Q122854006,Q2049606,Undirected,1,Sterfteplaats
Q122854006,Q822777,Undirected,1,Geboorteplaats
Q125257816,Q392337,Undirected,1,Sterfteplaats
Q125257816,Q12995,Undirected,1,Geboorteplaats
Q2551514,Q55,Undirected,1,In Land
Q116508494,Q4869146,Undirected,1,Woonplaats
Q116508494,Q1013528,Undirected,1,Geboorteplaats
Q116508494,Q12994,Undirected,1,Woonplaats
Q116508494,Q2376216,Undirected,1,Woonplaats
Q116508494,Q1026699,Undirected,1,Sterfteplaats
Q116508494,Q134121,Undirected,1,Woonplaats
Q2181847,Q12994,Undirected,1,Woonplaats
Q2181847,Q2791245,Undirected,1,Geboorteplaats
Q2181847,Q2676933,Undirected,1,Sterfteplaats
Q115838569,Q822795,Undirected,1,Geboorteplaats
Q115838569,Q220145,Undirected,1,Werklocatie
Q115838569,Q499588,Undirected,1,Werklocatie
Q115838569,Q2566545,Undirected,1,Werklocatie
Q115838569,Q651811,Undirected,1,Sterfteplaats
Q115838569,Q651811,Undirected,1,Werklocatie
Q118495679,Q727,Undirected,1,Sterfteplaats
Q118495679,Q727,Undirected,1,Werklocatie
Q118495679,Q727,Undirected,1,Geboorteplaats
Q115980136,Q239,Undirected,1,Sterfteplaats
Q115980136,Q239,Undirected,1,Werklocatie
Q115980136,Q2741641,Undirected,1,Werklocatie
Q115980136,Q822748,Undirected,1,Geboorteplaats
Q115980136,Q340,Undirected,1,Werklocatie
Q115980136,Q12996,Undirected,1,Werklocatie
Q115980136,Q211037,Undirected,1,Werklocatie
Q115980136,Q37792,Undirected,1,Werklocatie
Q123689724,Q12997,Undirected,1,Geboorteplaats
Q123689724,Q118958,Undirected,1,Werklocatie
Q123689724,Q12460,Undirected,1,Sterfteplaats
Q123689724,Q1166,Undirected,1,Werklocatie
Q123689724,Q2442951,Undirected,1,Werklocatie
Q123689724,Q268219,Undirected,1,Werklocatie
Q123689724,Q911983,Undirected,1,Werklocatie
Q115834873,Q723972,Undirected,1,Geboorteplaats
Q115834873,Q533936,Undirected,1,Werklocatie
Q115834873,Q208713,Undirected,1,Werklocatie
Q115834873,Q134121,Undirected,1,Werklocatie
Q115834873,Q599127,Undirected,1,Werklocatie
Q115834873,Q599127,Undirected,1,Sterfteplaats
Q115839975,Q2346906,Undirected,1,Werklocatie
Q115839975,Q12994,Undirected,1,Werklocatie
Q115839975,Q1840847,Undirected,1,Sterfteplaats
Q115839975,Q1840847,Undirected,1,Werklocatie
Q115839975,Q735842,Undirected,1,Geboorteplaats
Q115839975,Q499588,Undirected,1,Werklocatie
Q3067739,Q1492,Undirected,1,Geboorteplaats
Q3067739,Q1492,Undirected,1,Sterfteplaats
Q3531475,Q12994,Undirected,1,Geboorteplaats
Q3531475,Q211037,Undirected,1,Sterfteplaats
Q3166510,Q12994,Undirected,1,Werklocatie
Q3166510,Q12994,Undirected,1,Sterfteplaats
Q3166510,Q1827485,Undirected,1,Geboorteplaats
Q3166510,Q211037,Undirected,1,Werklocatie
Q2491266,Q9920,Undirected,1,Werklocatie
Q2491266,Q9920,Undirected,1,Sterfteplaats
Q2491266,Q25390,Undirected,1,Geboorteplaats
Q2491266,Q25390,Undirected,1,Werklocatie
Q21549953,Q708708,Undirected,1,Geboorteplaats
Q21549953,Q586,Undirected,1,Werklocatie
Q21549953,Q586,Undirected,1,Sterfteplaats
Q21549953,Q43631,Undirected,1,Werklocatie
Q120733873,Q651811,Undirected,1,Sterfteplaats
Q120733873,Q116202,Undirected,1,Geboorteplaats
Q119007176,Q2926028,Undirected,1,Geboorteplaats
Q119007176,Q84,Undirected,1,Sterfteplaats
Q119007176,Q123634,Undirected,1,Woonplaats
Q76019711,Q23154,Undirected,1,Werklocatie
Q76019711,Q12994,Undirected,1,Woonplaats
Q76019711,Q187402,Undirected,1,Geboorteplaats
Q76019711,Q1981740,Undirected,1,Sterfteplaats
Q76019711,Q84,Undirected,1,Woonplaats
Q2863278,Q31,Undirected,1,In Land
Q1978794,Q727,Undirected,1,Werklocatie
Q1978794,Q727,Undirected,1,Sterfteplaats
Q1978794,Q727,Undirected,1,Geboorteplaats
Q115820195,Q12994,Undirected,1,Geboorteplaats
Q115820195,Q12994,Undirected,1,Woonplaats
Q115820195,Q1260195,Undirected,1,Woonplaats
Q115820195,Q1296,Undirected,1,Woonplaats
Q115820195,Q1296,Undirected,1,Sterfteplaats
Q119701807,Q23154,Undirected,1,Geboorteplaats
Q119701807,Q12994,Undirected,1,Werklocatie
Q119701807,Q211037,Undirected,1,Sterfteplaats
Q119701807,Q211037,Undirected,1,Werklocatie
Q115806424,Q3110823,Undirected,1,Geboorteplaats
Q115806424,Q102728,Undirected,1,Sterfteplaats
Q115831509,Q12994,Undirected,1,Geboorteplaats
Q115831509,Q1937157,Undirected,1,Werklocatie
Q115831509,Q696887,Undirected,1,Werklocatie
Q115831509,Q255575,Undirected,1,Werklocatie
Q115831509,Q5273898,Undirected,1,Werklocatie
Q115831509,Q3472086,Undirected,1,Werklocatie
Q115831509,Q3472086,Undirected,1,Sterfteplaats
Q115831509,Q2337062,Undirected,1,Werklocatie
Q61506427,Q12994,Undirected,1,Werklocatie
Q61506427,Q12994,Undirected,1,Geboorteplaats
Q61506427,Q9005,Undirected,1,Sterfteplaats
Q121002664,Q793584,Undirected,1,Sterfteplaats
Q121002664,Q793584,Undirected,1,Werklocatie
Q121002664,Q13122,Undirected,1,Werklocatie
Q121002664,Q985789,Undirected,1,Geboorteplaats
Q121002664,Q2106759,Undirected,1,Werklocatie
Q121002664,Q1809460,Undirected,1,Werklocatie
Q119041487,Q12994,Undirected,1,Geboorteplaats
Q1707941,Q12994,Undirected,1,Geboorteplaats
Q1707941,Q12994,Undirected,1,Werklocatie
Q1707941,Q12994,Undirected,1,Sterfteplaats
Q115811334,Q12994,Undirected,1,Werklocatie
Q115811334,Q213224,Undirected,1,Werklocatie
Q115811334,Q220145,Undirected,1,Werklocatie
Q115811334,Q12996,Undirected,1,Werklocatie
Q115811334,Q2491546,Undirected,1,Werklocatie
Q115811334,Q651811,Undirected,1,Geboorteplaats
Q115811334,Q2231539,Undirected,1,Sterfteplaats
Q119013626,Q12994,Undirected,1,Geboorteplaats
Q3185717,Q239,Undirected,1,Sterfteplaats
Q3185717,Q1296,Undirected,1,Geboorteplaats
Q2306925,Q13121,Undirected,1,Werklocatie
Q2306925,Q12994,Undirected,1,Werklocatie
Q2306925,Q12994,Undirected,1,Sterfteplaats
Q2306925,Q52101,Undirected,1,Werklocatie
Q2306925,Q2928815,Undirected,1,Geboorteplaats
Q115809938,Q2603716,Undirected,1,Geboorteplaats
Q115809938,Q12994,Undirected,1,Werklocatie
Q115809938,Q3110823,Undirected,1,Werklocatie
Q115809938,Q102728,Undirected,1,Werklocatie
Q115809938,Q102728,Undirected,1,Sterfteplaats
Q115809938,Q2174414,Undirected,1,Werklocatie
Q55770641,Q12994,Undirected,1,Geboorteplaats
Q55770641,Q377429,Undirected,1,Sterfteplaats
Q115818649,Q2741141,Undirected,1,Werklocatie
Q115818649,Q13122,Undirected,1,Werklocatie
Q115818649,Q13122,Undirected,1,Sterfteplaats
Q115818649,Q1296,Undirected,1,Werklocatie
Q115818649,Q499532,Undirected,1,Werklocatie
Q115818649,Q3196450,Undirected,1,Werklocatie
Q115818649,Q730801,Undirected,1,Geboorteplaats
Q115836535,Q12994,Undirected,1,Werklocatie
Q115836535,Q3838,Undirected,1,Sterfteplaats
Q115836535,Q76048,Undirected,1,Werklocatie
Q115836535,Q12995,Undirected,1,Werklocatie
Q115836535,Q12995,Undirected,1,Geboorteplaats
Q120999228,Q12994,Undirected,1,Sterfteplaats
Q120999228,Q12994,Undirected,1,Werklocatie
Q120999228,Q12994,Undirected,1,Woonplaats
Q120999228,Q688790,Undirected,1,Woonplaats
Q120999228,Q688790,Undirected,1,Geboorteplaats
Q122872579,Q1296,Undirected,1,Sterfteplaats
Q122872579,Q1618770,Undirected,1,Geboorteplaats
Q120552708,Q211037,Undirected,1,Geboorteplaats
Q120552708,Q211037,Undirected,1,Werklocatie
Q120552708,Q643980,Undirected,1,Sterfteplaats
Q115813874,Q177133,Undirected,1,Geboorteplaats
Q115813874,Q211037,Undirected,1,Werklocatie
Q115813874,Q3181971,Undirected,1,Werklocatie
Q115813874,Q3181971,Undirected,1,Sterfteplaats
Q125491053,Q1978079,Undirected,1,Geboorteplaats
Q125491053,Q392343,Undirected,1,Sterfteplaats
Q115806479,Q12995,Undirected,1,Werklocatie
Q115806479,Q651724,Undirected,1,Geboorteplaats
Q115806479,Q499588,Undirected,1,Sterfteplaats
Q115806479,Q499588,Undirected,1,Werklocatie
Q115806479,Q2963326,Undirected,1,Werklocatie
Q115806479,Q244513,Undirected,1,Werklocatie
Q2677198,Q12994,Undirected,1,Sterfteplaats
Q2677198,Q12994,Undirected,1,Werklocatie
Q2677198,Q239,Undirected,1,Werklocatie
Q2677198,Q2044,Undirected,1,Werklocatie
Q2677198,Q38,Undirected,1,Werklocatie
Q2677198,Q211037,Undirected,1,Geboorteplaats
Q2677198,Q220,Undirected,1,Werklocatie
Q17428533,Q1296,Undirected,1,Werklocatie
Q17428533,Q1296,Undirected,1,Sterfteplaats
Q17428533,Q1296,Undirected,1,Geboorteplaats
Q115832532,Q12994,Undirected,1,Geboorteplaats
Q115832532,Q118958,Undirected,1,Sterfteplaats
Q120829902,Q2741641,Undirected,1,Werklocatie
Q120829902,Q3110823,Undirected,1,Werklocatie
Q120829902,Q2535447,Undirected,1,Werklocatie
Q120829902,Q213224,Undirected,1,Werklocatie
Q120829902,Q1952054,Undirected,1,Geboorteplaats
Q120829902,Q1952054,Undirected,1,Sterfteplaats
Q721772,Q12886,Undirected,1,Sterfteplaats
Q721772,Q12995,Undirected,1,Geboorteplaats
Q115846413,Q12994,Undirected,1,Sterfteplaats
Q115846413,Q12994,Undirected,1,Werklocatie
Q115846413,Q995533,Undirected,1,Werklocatie
Q115846413,Q628733,Undirected,1,Geboorteplaats
Q115846413,Q3110841,Undirected,1,Werklocatie
Q101627274,Q705020,Undirected,1,Werklocatie
Q101627274,Q705020,Undirected,1,Sterfteplaats
Q101627274,Q651724,Undirected,1,Werklocatie
Q101627274,Q2354846,Undirected,1,Werklocatie
Q101627274,Q651811,Undirected,1,Werklocatie
Q101627274,Q270633,Undirected,1,Werklocatie
Q101627274,Q339395,Undirected,1,Geboorteplaats
Q115821474,Q815948,Undirected,1,Geboorteplaats
Q115821474,Q392337,Undirected,1,Werklocatie
Q115821474,Q12995,Undirected,1,Werklocatie
Q115821474,Q12995,Undirected,1,Sterfteplaats
Q115821474,Q220145,Undirected,1,Werklocatie
Q115821474,Q2524088,Undirected,1,Werklocatie
Q115821474,Q651811,Undirected,1,Werklocatie
Q125341815,Q12995,Undirected,1,Sterfteplaats
Q125341815,Q1023248,Undirected,1,Geboorteplaats
Q126734623,Q735797,Undirected,1,Sterfteplaats
Q126734623,Q735797,Undirected,1,Geboorteplaats
Q119797432,Q1861723,Undirected,1,Sterfteplaats
Q119797432,Q1861723,Undirected,1,Werklocatie
Q119797432,Q1861723,Undirected,1,Geboorteplaats
Q125359350,Q12994,Undirected,1,Sterfteplaats
Q125359350,Q2227700,Undirected,1,Geboorteplaats
Q125353522,Q204547,Undirected,1,Sterfteplaats
Q125353522,Q204547,Undirected,1,Geboorteplaats
Q120729903,Q2656389,Undirected,1,Werklocatie
Q120729903,Q12996,Undirected,1,Geboorteplaats
Q120729903,Q2404540,Undirected,1,Sterfteplaats
Q120729903,Q2404540,Undirected,1,Werklocatie
Q116620937,Q12995,Undirected,1,Sterfteplaats
Q116620937,Q12995,Undirected,1,Werklocatie
Q116620937,Q12995,Undirected,1,Woonplaats
Q116620937,Q12995,Undirected,1,Geboorteplaats
Q115841074,Q12892,Undirected,1,Geboorteplaats
Q115841074,Q208713,Undirected,1,Werklocatie
Q115841074,Q724448,Undirected,1,Werklocatie
Q115841074,Q2189234,Undirected,1,Sterfteplaats
Q115841074,Q2189234,Undirected,1,Werklocatie
Q120489194,Q1991101,Undirected,1,Werklocatie
Q120489194,Q1384,Undirected,1,Sterfteplaats
Q120489194,Q13127,Undirected,1,Werklocatie
Q120489194,Q600301,Undirected,1,Werklocatie
Q120489194,Q580227,Undirected,1,Werklocatie
Q120489194,Q204547,Undirected,1,Geboorteplaats
Q120489194,Q1380709,Undirected,1,Werklocatie
Q55420570,Q12994,Undirected,1,Werklocatie
Q55420570,Q2220639,Undirected,1,Geboorteplaats
Q55420570,Q742876,Undirected,1,Werklocatie
Q55420570,Q506707,Undirected,1,Sterfteplaats
Q55420570,Q3110832,Undirected,1,Werklocatie
Q55232762,Q13122,Undirected,1,Werklocatie
Q55232762,Q1296,Undirected,1,Werklocatie
Q55232762,Q1296,Undirected,1,Geboorteplaats
Q55232762,Q1296,Undirected,1,Sterfteplaats
Q55232762,Q3992,Undirected,1,Werklocatie
Q55232762,Q911983,Undirected,1,Werklocatie
Q123741345,Q822771,Undirected,1,Geboorteplaats
Q123741345,Q12995,Undirected,1,Sterfteplaats
Q116508893,Q12997,Undirected,1,Geboorteplaats
Q116508893,Q3475027,Undirected,1,Sterfteplaats
Q116508893,Q3475027,Undirected,1,Woonplaats
Q2333747,Q31,Undirected,1,In Land
Q492453,Q31,Undirected,1,In Land
Q203197,Q854,Undirected,1,In Land
Q111342238,Q12994,Undirected,1,Sterfteplaats
Q111342238,Q12994,Undirected,1,Woonplaats
Q111342238,Q12994,Undirected,1,Geboorteplaats
Q1950196,Q328104,Undirected,1,Werklocatie
Q1950196,Q328104,Undirected,1,Sterfteplaats
Q1950196,Q1840847,Undirected,1,Werklocatie
Q1950196,Q822795,Undirected,1,Werklocatie
Q1950196,Q12995,Undirected,1,Werklocatie
Q1950196,Q211037,Undirected,1,Geboorteplaats
Q1950196,Q270633,Undirected,1,Werklocatie
Q115979996,Q328104,Undirected,1,Sterfteplaats
Q115979996,Q328104,Undirected,1,Werklocatie
Q115979996,Q215244,Undirected,1,Werklocatie
Q115979996,Q822783,Undirected,1,Geboorteplaats
Q115979996,Q12996,Undirected,1,Werklocatie
Q115979996,Q3102205,Undirected,1,Werklocatie
Q115979996,Q318532,Undirected,1,Werklocatie
Q2617184,Q12994,Undirected,1,Geboorteplaats
Q2617184,Q12994,Undirected,1,Sterfteplaats
Q115831295,Q742906,Undirected,1,Werklocatie
Q115831295,Q3110823,Undirected,1,Geboorteplaats
Q115831295,Q12995,Undirected,1,Werklocatie
Q115831295,Q1865404,Undirected,1,Werklocatie
Q115831295,Q705028,Undirected,1,Werklocatie
Q115831295,Q2354846,Undirected,1,Sterfteplaats
Q115831295,Q2354846,Undirected,1,Werklocatie
Q970833,Q2309565,Undirected,1,Sterfteplaats
Q970833,Q912106,Undirected,1,Geboorteplaats
Q970833,Q12887,Undirected,1,Sterfteplaats
Q41885755,Q239,Undirected,1,Woonplaats
Q41885755,Q165736,Undirected,1,Woonplaats
Q41885755,Q165736,Undirected,1,Sterfteplaats
Q41885755,Q1296,Undirected,1,Werklocatie
Q41885755,Q31521097,Undirected,1,Geboorteplaats
Q41885755,Q13127,Undirected,1,Woonplaats
Q41885755,Q13127,Undirected,1,Werklocatie
Q115819088,Q2751461,Undirected,1,Werklocatie
Q115819088,Q1849663,Undirected,1,Werklocatie
Q115819088,Q1024880,Undirected,1,Werklocatie
Q115819088,Q3099657,Undirected,1,Werklocatie
Q115819088,Q2326156,Undirected,1,Werklocatie
Q115819088,Q780561,Undirected,1,Werklocatie
Q115819088,Q1023248,Undirected,1,Werklocatie
Q115819088,Q650376,Undirected,1,Werklocatie
Q115819088,Q499588,Undirected,1,Werklocatie
Q115819088,Q211037,Undirected,1,Sterfteplaats
Q115819088,Q211037,Undirected,1,Geboorteplaats
Q115819088,Q1833538,Undirected,1,Werklocatie
Q115819088,Q2017210,Undirected,1,Werklocatie
Q119041387,Q1963590,Undirected,1,Geboorteplaats
Q119041387,Q267663,Undirected,1,Sterfteplaats
Q119041387,Q267663,Undirected,1,Werklocatie
Q119041387,Q102728,Undirected,1,Werklocatie
Q111336261,Q12994,Undirected,1,Sterfteplaats
Q111336261,Q31555423,Undirected,1,Geboorteplaats
Q2542423,Q822795,Undirected,1,Werklocatie
Q2542423,Q822795,Undirected,1,Sterfteplaats
Q2542423,Q270633,Undirected,1,Geboorteplaats
Q111434472,Q31,Undirected,1,In Land
Q705020,Q31,Undirected,1,In Land
Q123416923,Q12995,Undirected,1,Sterfteplaats
Q123416923,Q12995,Undirected,1,Werklocatie
Q123416923,Q2354846,Undirected,1,Geboorteplaats
Q118289639,Q22889,Undirected,1,Sterfteplaats
Q118289639,Q12994,Undirected,1,Woonplaats
Q118289639,Q239,Undirected,1,Woonplaats
Q118289639,Q207223,Undirected,1,Woonplaats
Q118289639,Q1761,Undirected,1,Geboorteplaats
Q118289639,Q202954,Undirected,1,Woonplaats
Q123050974,Q851718,Undirected,1,Geboorteplaats
Q123050974,Q851718,Undirected,1,Woonplaats
Q123050974,Q1065474,Undirected,1,Woonplaats
Q3181967,Q31,Undirected,1,In Land
Q1024880,Q31,Undirected,1,In Land
Q288781,Q145,Undirected,1,In Land
Q1012349,Q31,Undirected,1,In Land
Q3195527,Q31,Undirected,1,In Land
Q951571,Q31,Undirected,1,In Land
Q6403209,Q843,Undirected,1,In Land
Q15238339,Q974,Undirected,1,In Land
Q13123333,Q924,Undirected,1,In Land
Q3196450,Q31,Undirected,1,In Land
Q623382,Q27,Undirected,1,In Land
Q32508,Q145,Undirected,1,In Land
Q2321706,Q145,Undirected,1,In Land
Q3838,Q974,Undirected,1,In Land
Q498655,Q31,Undirected,1,In Land
Q1937157,Q31,Undirected,1,In Land
Q912069,Q31,Undirected,1,In Land
Q822795,Q31,Undirected,1,In Land
Q2463781,Q31,Undirected,1,In Land
Q2731701,Q31,Undirected,1,In Land
Q2746117,Q31,Undirected,1,In Land
Q2181673,Q31,Undirected,1,In Land
Q3198907,Q31,Undirected,1,In Land
Q822763,Q31,Undirected,1,In Land
Q12995,Q31,Undirected,1,In Land
Q21767298,Q31,Undirected,1,In Land
Q817375,Q31,Undirected,1,In Land
Q731501,Q31,Undirected,1,In Land
Q11739,Q843,Undirected,1,In Land
Q202059,Q145,Undirected,1,In Land
Q23077,Q145,Undirected,1,In Land
Q943502,Q31,Undirected,1,In Land
Q726498,Q31,Undirected,1,In Land
Q62132,Q33,Undirected,1,In Land
Q62132,Q20,Undirected,1,In Land
Q62132,Q159,Undirected,1,In Land
Q62132,Q34,Undirected,1,In Land
Q119224999,Q41890,Undirected,1,Woonplaats
Q119224999,Q23154,Undirected,1,Woonplaats
Q119224999,Q12994,Undirected,1,Woonplaats
Q119224999,Q215354,Undirected,1,Woonplaats
Q115821481,Q12994,Undirected,1,Sterfteplaats
Q115821481,Q12994,Undirected,1,Werklocatie
Q115821481,Q392337,Undirected,1,Werklocatie
Q115821481,Q220145,Undirected,1,Werklocatie
Q115821481,Q2223904,Undirected,1,Werklocatie
Q115821481,Q211037,Undirected,1,Geboorteplaats
Q115821481,Q339395,Undirected,1,Werklocatie
Q2127148,Q31,Undirected,1,In Land
Q120472271,Q4940251,Undirected,1,Werklocatie
Q120472271,Q3051137,Undirected,1,Werklocatie
Q120472271,Q23077,Undirected,1,Werklocatie
Q120472271,Q24826,Undirected,1,Geboorteplaats
Q120472271,Q18125,Undirected,1,Sterfteplaats
Q120472271,Q184090,Undirected,1,Werklocatie
Q120472271,Q47952,Undirected,1,Werklocatie
Q2802143,Q31,Undirected,1,In Land
Q735842,Q31,Undirected,1,In Land
Q25390,Q55,Undirected,1,In Land
Q1827485,Q31,Undirected,1,In Land
Q43631,Q55,Undirected,1,In Land
Q2079,Q183,Undirected,1,In Land
Q12993,Q31,Undirected,1,In Land
Q696887,Q31,Undirected,1,In Land
Q118555164,Q95096,Undirected,1,Werklocatie
Q118555164,Q118958,Undirected,1,Werklocatie
Q118555164,Q9783,Undirected,1,Geboorteplaats
Q118555164,Q12887,Undirected,1,Werklocatie
Q118555164,Q456495,Undirected,1,Werklocatie
Q115836854,Q12994,Undirected,1,Werklocatie
Q115836854,Q499588,Undirected,1,Werklocatie
Q115836854,Q2352516,Undirected,1,Werklocatie
Q115836854,Q2352516,Undirected,1,Sterfteplaats
Q115836854,Q3012273,Undirected,1,Werklocatie
Q115836854,Q3110851,Undirected,1,Geboorteplaats
Q119040262,Q12994,Undirected,1,Sterfteplaats
Q119040262,Q12994,Undirected,1,Werklocatie
Q119040262,Q12994,Undirected,1,Geboorteplaats
Q2779054,Q2636574,Undirected,1,Geboorteplaats
Q2779054,Q12994,Undirected,1,Werklocatie
Q2779054,Q2575787,Undirected,1,Werklocatie
Q2779054,Q499588,Undirected,1,Werklocatie
Q2779054,Q499588,Undirected,1,Sterfteplaats
Q2779054,Q696982,Undirected,1,Werklocatie
Q2779054,Q4555175,Undirected,1,Werklocatie
Q115835156,Q614274,Undirected,1,Geboorteplaats
Q115835156,Q177133,Undirected,1,Werklocatie
Q115835156,Q2117660,Undirected,1,Werklocatie
Q115835156,Q1963590,Undirected,1,Werklocatie
Q115835156,Q822795,Undirected,1,Werklocatie
Q115835156,Q696871,Undirected,1,Sterfteplaats
Q115835156,Q211037,Undirected,1,Werklocatie
Q110039170,Q1021461,Undirected,1,Werklocatie
Q110039170,Q12994,Undirected,1,Werklocatie
Q110039170,Q215244,Undirected,1,Werklocatie
Q110039170,Q102728,Undirected,1,Werklocatie
Q110039170,Q651811,Undirected,1,Werklocatie
Q110039170,Q392343,Undirected,1,Geboorteplaats
Q110039170,Q2316093,Undirected,1,Sterfteplaats
Q110039170,Q2316093,Undirected,1,Werklocatie
Q115844668,Q12994,Undirected,1,Werklocatie
Q115844668,Q215244,Undirected,1,Werklocatie
Q115844668,Q3040923,Undirected,1,Werklocatie
Q115844668,Q696907,Undirected,1,Sterfteplaats
Q115844668,Q696907,Undirected,1,Werklocatie
Q115844668,Q822783,Undirected,1,Werklocatie
Q115844668,Q1012354,Undirected,1,Werklocatie
Q115844668,Q651811,Undirected,1,Werklocatie
Q115844668,Q651811,Undirected,1,Geboorteplaats
Q123050504,Q2750562,Undirected,1,Geboorteplaats
Q123050504,Q12994,Undirected,1,Woonplaats
Q123050504,Q118958,Undirected,1,Woonplaats
Q116687356,Q12994,Undirected,1,Woonplaats
Q116687356,Q735827,Undirected,1,Woonplaats
Q116687356,Q270633,Undirected,1,Geboorteplaats
Q131957313,Q739996,Undirected,1,Geboorteplaats
Q131957313,Q834850,Undirected,1,Woonplaats
Q131957313,Q12994,Undirected,1,Werklocatie
Q131957313,Q12994,Undirected,1,Woonplaats
Q131957313,Q690948,Undirected,1,Werklocatie
Q131957313,Q587819,Undirected,1,Werklocatie
Q131957313,Q213224,Undirected,1,Werklocatie
Q125516501,Q340,Undirected,1,Werklocatie
Q125516501,Q486877,Undirected,1,Werklocatie
Q118998340,Q124394,Undirected,1,Sterfteplaats
Q118998340,Q1915517,Undirected,1,Geboorteplaats
Q2619202,Q215244,Undirected,1,Werklocatie
Q2619202,Q392337,Undirected,1,Werklocatie
Q2619202,Q2731701,Undirected,1,Werklocatie
Q2619202,Q12995,Undirected,1,Werklocatie
Q2619202,Q3099657,Undirected,1,Geboorteplaats
Q2619202,Q1704244,Undirected,1,Werklocatie
Q2619202,Q1704244,Undirected,1,Sterfteplaats
Q2619202,Q2505670,Undirected,1,Werklocatie
Q736120,Q31,Undirected,1,In Land
Q690948,Q31,Undirected,1,In Land
Q118958,Q31,Undirected,1,In Land
Q696871,Q31,Undirected,1,In Land
Q12460,Q31,Undirected,1,In Land
Q1025511,Q142,Undirected,1,In Land
Q133315,Q27,Undirected,1,In Land
Q2049606,Q31,Undirected,1,In Land
Q1924402,Q31,Undirected,1,In Land
Q24826,Q145,Undirected,1,In Land
Q114945031,Q12994,Undirected,1,Werklocatie
Q114945031,Q12994,Undirected,1,Sterfteplaats
Q114945031,Q102728,Undirected,1,Werklocatie
Q114945031,Q499588,Undirected,1,Geboorteplaats
Q114945031,Q2556717,Undirected,1,Werklocatie
Q2791245,Q31,Undirected,1,In Land
Q822790,Q31,Undirected,1,In Land
Q735827,Q31,Undirected,1,In Land
Q28973666,Q12994,Undirected,1,Werklocatie
Q28973666,Q3992,Undirected,1,Werklocatie
Q28973666,Q3992,Undirected,1,Sterfteplaats
Q28973666,Q1309,Undirected,1,Geboorteplaats
Q13769746,Q1988823,Undirected,1,Sterfteplaats
Q13769746,Q239,Undirected,1,Werklocatie
Q13769746,Q118958,Undirected,1,Werklocatie
Q13769746,Q651811,Undirected,1,Geboorteplaats
